"publishedDate","title","text","rating"
"2016-07-20","Lugar perfeito!!!","O starbucks não pode deixar de ser visitado. Lanches deliciosos, cafés ótimos. Ambiente super agradável. Eu adoro!!!! Sou fã!!!","5"
"2016-07-15","Fresh food ","Amo essas cafeterias , principalmente quando servem coisas frescas e naturais . Serve saladinha de fruta com iogurte mais granola me apaixonei 😍😍😍 vale super a pena ","4"
"2016-07-06","Come giri l'angolo...","Ne trovi uno, è quasi lo stereotipo di New York. 
Comodissima la connettività fornita da Google, ovviamente nel prezzo ci sono tutti i servizi del locale.","4"
"2016-07-06","Good for a refreshing drink and a place to sit.","On a hot day(93 degrees) it's good to have a Starbucks gold card  to use to grab a cold drink, sit down, and find a clean restroom. Remember, there are no too many public restrooms in the city do take advantage of your opportunities. This is a clean, quiet location with decent seating. Take a rest, refresh and move on.","4"
"2016-07-05","Café com classe","Starbucks é Starbucks, garantia de qualidade onde quer que você desfrute dos cafés e lanches deles. Maravilhoso ter Starbucks em locais bem estratégicos!","4"
"2016-07-04","Bevi, mangi e navighi","Catena di bar all'americana con distribuzione capillare in tutti i punti della città ed in piùè da apprezzare la disponibilità della WiFi gratuita in tutti i locali","4"
"2016-07-03","Not NY's finest ","Stopped in at the Starbucks on 42nd Street between 7th and 8th streets (across from Madame Toussaints) for a quick pick me up during our day trip into NYC. They were pretty busy, but not overwhelmed. Our son ordered a carmel creme frappachino. It came out as just a vanilla creme, even though the tag on the cup was correct. When I pointed it out to the girl behind the counter, she told me it really was the carmel because it had the Carmel listed on the tag and turned and walked away. No offer to adjust it or add more carmel. Their self service bar was a mess and out of straws so that took awhile as well. On a positive note, the girl who took our order, Manny, was friendly and polite. I would recommend skipping this particular Starbucks for one of the many others available in the city. ","2"
"2016-07-02","Nice place to enjoy friends","O loca 'e bom, mas falta cadeiras para todos. Como a regiao 'e de turismo intenso fica lotado dos os dias.","4"
"2016-06-23","Lo Starbucks è lo Starbucks","Ormai fa parte dell'immaginario collettivo.. non si può fare a meno di entrare almeno una volta in uno Starbucks.
Anche se devo dire che la pulizia lascia un po' a desiderare, ma il personale è tutto impegnato dietro i banconi vista la grande mole di gente da servire!!","4"
"2016-06-23","Non a livello di altri punti vendita...","Una sosta presso uno dei locali di questa catena è, prima o poi, quasi inevitabile nella girandola di fast food e ristoranti mentre si gira per la città.

Nello specifico abbiamo fatto una sosta caffè discreto, meglio il frappuccino al caramello e da dimenticare dei dolcetti (secchi e poco gustosi), oltre a lunghi tempi di attesa in cassa, la pulizia del locale (e del bagno…) non proprio soddisfacente e l’atteggiamento poco friendly del personale.

Peccato ma, rispetto ad altri locali della catena provati altrove, qui siamo sotto media… 
","2"
"2016-06-20","Ame que en NYK hay un Sturbucks o cafe por cuadra","Para los fanáticos del café de este estilo, NYK es genial a cada paso que das hay un Stubucks, casi que hay uno por cuadra.","5"
"2016-06-18","adoro","adoro starbucks... salva seu café da manha, seu almoço e se precisar comer algo depois.... na duvida do que comer passo lá para aliviar a fome ate decidir","5"
"2016-06-02","Super!","Starbucks es un refugio inigualable donde quiera que vayas... si hace frío o si hace calor... Me encantan todas sus variedades de cafés calientes así como sus frozens... las tartas, los muffins... todo vale la pena!! Y siempre conexión WiFi!!","5"
"2016-06-02","Bom","Na cidade que nunca para, às vezes é bom para tomar um café ou suas variantes de mocha, cappuccino, chás gelados...mas qualquer loja da franquia está sempre cheia, o bom é que sempre tem wi-fi...para distrair...","4"
"2016-05-30","Starbucks Shambles","The title says it all. 2 mins to buy and pay. More than 20 mins to make a couple of coffees. Complete Shambles will go elsewhere in future.","1"
"2016-05-29","todos execelentes","não é possível deixar de passar em um deles! um café, um café latte...ou para pegar o wifi - oferecido em todos!","5"
"2016-05-27","saboroso","um lugar muito bom pra um lanche rapido depois de um dia cheio de compras, o preco nao e muito barato entao se quiser economizar nao da pra ir todos os dias ","5"
"2016-05-24","An excelent point!","Lugar ideal para fazer uma pausa, saborear um lanche, teclar e conhecer pessoas. O melhor de tudo é que não é necessário gastar muitos dólares, pois é possível tomar um bom café e saborear algumas guloseimas gastando pouco. As lindas canecas personalizadas são uma boa opção para presentear!
","5"
"2016-05-18","Prático, funcional e muito gostoso.","Uma parada para desacelerar e aproveitar para um delicioso café? Tem muitas combinações além de tortas e outras delícias.
Destaque especial para o bolo de limão. Imperdível. Wi-Fi grátis e veloz, tem banheiros e o ambiente é gostoso.    ","5"
"2016-05-17","Excellent","If you need an expresso this is the right place to come in New york to visit . I couldn't avoid every morning one expresso here at this Starbucks","5"
"2016-05-11","Shaken Ice Tea Pick me up!","We stopped by this Starbucks after a Broadway play for a quick pick me up on are walk back to our hotel. The Mango Ice Tea Lemonade hit the spot!","4"
"2016-05-11","New York","There was something, as an Irish tourist in America about having to get something in Starbucks. Definitely did not disappoint. Staff very friendly.","5"
"2016-05-07","ótimo","Um ótimo ambiente! Um lugar privilegiado! Passei muitas coisas nesse local!! Pode comprar copos e xícaras!!","5"
"2016-05-05","Check-in at Starbucks in Sputh Africa 🇿🇦🇿🇦🇿🇦","The coffee has got different types variety of coffees and teas from Africa, Asia and America in one shop at Johannesburg. I would love to visit again for my outing or a meeting, and the out come visit from customers in Rosebank is amazing and since it's winter season in South Africa now. I had my cappuccino today the 5/May/2016.","5"
"2016-05-04","Adoro","Eu adoro o starbucks porque o café é ótimo. Tem wi fi gratuito e banheiro disponível mesmo que você não consuma nada. Perfeito para viajantes.","5"
"2016-05-04","확실히 한국보다 저렴합니다.","너무 더운날에 가서 힘들었지만 아이스 아메리카노와 샌드위치를 먹으며 잠시 쉬어갈 수 있어서 좋았습니다. 뉴욕의 모든 건물은 에어컨이 빵빵하여 여름에 가면 계속 건물에 들어가게 되는데 저렴한 음료와 함께 쉬는 것도 좋은 방법이라고 생각합니다. 텀블러도 볼거리 중에 하나겠죠??","5"
"2016-04-28","Very busy shop","We decided to stop off for a coffee and muffin but found the shop to be very busy, however the service was really quick so we did not have to wait to long. Several NYPD officers were having their break there and it felt like a real New York hangout.","4"
"2016-04-28","La chaîne américaine ","Il y en a partout, à chaque coin de rue.
Il manque de place mais tout y est très bon pour les petites faims.","4"
"2016-04-26","Disappointing ","Visited several Starbucks whilst here in New York - whilst coffee & almond croissant were good, staff could be a little brusque and on more than one occasion in more than one venue, the rest room was out of use - disappointing. ","2"
"2016-04-23","Agradável","refeições boas, porém o ambiente estava muito cheio, Nova York encanta e em qualquer café faz você se sentir bem. A cerveja não estava muito gelada, lá tem uma cebolal espetacular, vale a pena experimentar.","5"
"2016-04-21","""A warm way to start the day""","When the mornin starts there is no better way to start the day, then with a hot cup of Starbucks coffee. With all types of coffee to try, the quality is never at fault. Its smooth energy without a bitter taste. And no caffeine let down at the end of the day. Since there are several different places that try to do coffee, but most as a coffee consumer has tried are hot mud with water; which let's face it's disgusting and just a waste of $1-6 of hard earned money. So on travels if a Starbucks is around, stop by and be greeted by friendly men and woman to make you an exceptional cup of coffee. ","5"
"2016-04-20","Never ever","Manchmal muß/will man einfach in einen Starbucks weil einem die Füsse weh tun und man einen Kaffee braucht und die Läden meist günstig liegen. Diesen Starbucks brauche ich nicht wieder. Es gab schon mal wenig Sitzplätze, trotz viel Platz. Dieses Prinzip: möglichst hohen Durchlauf und Umsatz zu haben und die Gäste so kurz wie möglich verweilen zu lassen, nervt mich schon mal. Dafür ist der Kaffee zu schlecht und zu teuer. Hier war es auch noch schmuddelig und total laut. Einfach schlecht.","2"
"2016-04-18","Too much ","Do u know why it's called caffe latte -because it cost a  not friendly at all I come all the time I figured it would be better but it's not coffee good just too much I'll sick w 711","1"
"2016-04-18","Normal","Es un lugar bonito y aunque siempre está atestado de gente el servicio es rápido.
E l internet siempre es gratis pero trato en lo minímo de visitarlo por que sus preparaciones son muy dulces.","3"
"2016-04-13","a cara de nova york!","café super famoso, recomendo o chocolate quente que é delicioso e o preço é justo, ideal para esquentar nos dias frios. além do wifi grátis que ajuda muito também!","4"
"2016-04-12","MUITO BOM","Todos os Starbucks nos Estados Unidos são bons, no inverno o chocolate quente é uma excelente opção para aquecer.","5"
"2016-04-03","Ambiente agradável","Essa franquia é famosa pelos seus cafés, mas também possui combinações com leite que são uma delícia. O que mais gostei foi uns sanduíches que eles esquentam na hora. ","4"
"2016-04-02","Ótimo","Ambiente agradável, ótimo atendimento, tem wifi, tem tomadas para carregar celular, custo das bebidas são bons, recomendo!","5"
"2016-03-27","un clasico","gran variedad de cafes pocas mesas nosotros fuimos al de avenida septima cerca tiendas m igual sabor asegurado y unos muffins espectaculares ","4"
"2016-03-22","American fuel","I need my coffe every minute of every day, without my Tims I am very unapproachable... :)
However, since there is not much Tims in USA you have to go with another American institution - Starbucks.
My favourite always been Americano, on some rare occasion I like to pick up Chai Tea, but regular medium rost one milk (1%) and honey will do.
I picked up this location because it was first on the search engine I visited among about close to ten locations I been to when in Manhattan. I will not write about every single one but summarize it right here
I do not know what it is but service in Starbucks improves significantly the further you are from 5th Ave.
If any of execs from company is reading this review - have one advise to you: these kids need some serious guidance and training","3"
"2016-03-14","Tiempo de cafe","Un lugar agradable para hacer un alto en tu recorrido por time square, te recomiendo un cafe frío que tal un Java chip, o si lo prefieres un tradicional capuchino.","5"
"2016-03-13","Sempre legal quando erram seu nome","Tem sempre um por perto, o salt caramel é uma delícia, estávamos em um dia frio e a paradinha foi providencial. Ainda podemos dar uma checada no email, quase todos tem um wifi free.","5"
"2016-03-08","Delicious Chai","We stopped in for a hot beverage before seeing a Broadway show. It was a friendly place and my hot chai tea latte was delicious. My husband had Pike's Peak coffee which he also enjoyed. We sat for awhile before going to see The Carole King Musical.","4"
"2016-03-07","Starbucks ","Pessimo servizio e prezzi alti....il te è terribile ... unico punto a favore la conessione wifi. Vi sconsiglio caffe e derivati ","1"
"2016-03-07","Starbs","This was directly across from my hotel when I stayed in NYC and was nice for something to eat in the morning. Only downside was there are no chairs, which was a little unusual to me. ","4"
"2016-02-22","Buenos cafés..","Estuvimos desayunando una mañana en este local y la verdad es que nos encanta la cadena Starbucks para tomar un delicioso cafe. Los trabajadores de este local son muy amables y rápidos.","4"
"2016-02-21","Это отличное место для короткого отдыха при прогулке по городу","Отличная сеть кофеен! Они есть, практически, везде - и очень много в Нью Йорке и Бруклине. В кафе всегда есть отличный кофе большого кол-ва сортов, закуски и сладости, туалеты, бесплатный Wi-Fi, розетки, в которых моно зарядить гаджеты и очень высокое качество обслуживания. Внутри очень комфортно и уютно. За время прогулки по Нью Йорку в течение одного дня забегали и прятались от холодного ветра очень много раз. Люблю эти кофейни, как в США, так и в Москве. Замечу, что в Мексике они также придерживаются своего фирменного стиля и высокого качества.","5"
"2016-02-18","Muito gostoso! ","Mas as comidinhas são um pouco diferentes do Brasil, o que nós adoramos pela novidade, mas que alguns podem estranhar. Muitas opções saudáveis que inclusive eu não vi por exemplo na Califórnia ou na Florida. Vale pegar um hotel sem café só pra curtir lugares comuns pra quem vive na cidade. ","5"
"2016-02-17","Great upstairs section.","This location on 39th and seventh ave has good amount of seating.The location is near MSG and service is fast and menu like all Starbucks.","4"
"2016-02-17","Muito bom.","Bom atendimento, localização top de NY, como sempre o café macchiatto é delicioso e foi o que saboreei, não tem comparação, café na Starbucks é incomparável.","4"
"2016-02-07","Great Location","Quiet and peaceful place to relax and have a good time with friends. Cheap and tasty food too and excellent service.","5"
"2016-02-06","Para combatir el frío!","Lugar imperdible para tomar y comer cosas ricas, imperdible no ir. Hacen unas tortas de frambuesas riquísimas!!! Hacen un latte macchiato riquísimo!!!","4"
"2016-02-03","una sicurezza negli USA..........","...........nel senso che questa catena di bar si trova quasi ovunque negli usa, ed è un buon punto di riferimento, senza cercare cose stratosferiche, per un caffè, quasi sempre buono, o per uno spuntino, dolce o salato, a tutte le ore.","4"
"2016-02-01","Para toda hora","Cafeteria que é uma instituição americana. Tem em todo canto e oferece além dos cafés, sucos e sanduíches que quebram galhos para todas as horas ","5"
"2016-01-30","Great location great coffee and wonderful service","This was definitely how Starbucks should be. Really efficient, great atmosphere and over the top friendly service. Had a delicious flat white and the touch of warming my blueberry muffin was a wonderful one on such a cold day. Marvellous.","4"
"2016-01-30","Una colazione buona, veloce ed economica","Locale perfetto per una colazione economica. Pulizia, cortesia adatto a chi non vuole perdere tempo. Consigliato","5"
"2016-01-28","Ótima opção para espantar o frio","Nada mais típico que comprar um café na Starbucks e sair caminhando, tem em todas as esquinas e realmente aquece o corpo.","4"
"2016-01-27","Muy buena ubicación","Lo mejor de este Starbucks, además de su rico café, es la excelente ubicación en pleno corazón de Broadway. Ideal para disfrutar de las vistas nevadas durante el mes de enero.","4"
"2016-01-22","Another great bucks","This bucks at 1460 is great. Service prompt and friendly staff.

Worth the visit even in peak hours!

Dont bother with dunkin donuts over the road!!","4"
"2016-01-22","Para combatir el frío!","Si bien es una cadena, este local se distingue por su staff amable y atento; nos ayudaron con el cambio al pagar y tuvieron paciencia con nuestra elección!
Café latte (2), una bandeja de manzana y queso (ver foto) y un muffin!
Totalmente recomendable;","4"
"2016-01-21","Hora do lanche!","A hora do lanche sempre pede o Starbucks!
Lanches rápidos e os preços são acessíveis!
O frapuccino de frutas vermelhas sem banana e o brownie são tudo de bom!!!","4"
"2016-01-18","Pessimo bar","Il mio è un giudizio da italiano sull'intera catena. Prezzi totalmente inaccettabili ed una qualità appena sufficiente dei prodotti. Fare colazione spendendo 9 dollari a persona (un cappuccino + un cookies) lo trovo fuori luogo.","1"
"2016-01-16","Buenos Sanwiches y cafe","Es una muy buena alternativa de comida rápida y al paso con precios bastantes accesibles ya que Nueva York está carísimo para turistas","4"
"2016-01-15","Great service","A big improvement on when we were there 5 years ago.  The coffee back then was nowhere near like Aussie land but now they are doing a good job.  In fact, every Starbucks that we visited in NYC was good.  The coffee was tasty, it was hot and not all full of froth.","4"
"2016-01-15","lo mejor!","me encanta Starbucks donde sea! siempre desayunamos ahi en todos los lugares que fuimos! excelente latte  croissants y hot chocolate!","4"
"2016-01-14","Buono....ma i dettagli? ","Sono entrata per un caffè,  sono famosi, ma sono rimasta delusa per la scarsa pulizia dei bagni. Visto che ci gira tanta gente possono permettersi di pagare qualche persona in più per mantenere il locale in determinate condizioni. ","2"
"2016-01-12","Cafe","Local legal para tomar um café e carregar o celular se for preciso, eles possuem carregador nas mesas. Ambiente gostoso.
","4"
"2016-01-10","Buono ed economico ","Locale pulito e per una colazione veloce ed economica...insomma per chi non vuole perdere tempo seduto in lunghe attese è  l' ideale","4"
"2016-01-07","Os melhores chocolates e café!","Tomar chocolate quente ou café no inverno de New York é muito bom, melhor na starbucks. São milhares distribuídas pela cidade, uma melhor que outra. Vale a pena ir.","5"
"2016-01-06","melhor cafe sempre","Wi-fi gratuito, café padrao, lanches quentinhos, local apropriado para iniciar o dia em alto astral.","5"
"2016-01-05","caffè molto buono","per gli amanti del caffè stile americano è molto buono.. io preferisco il caramel macchiato. ma hot choccolate anche molto buono.","5"
"2016-01-03","Horrible food","Everything is bad in these restaurants : bad quality, dry pastries, difficult to find a seat, sad environment. 
And it is eventually expensive!","1"
"2015-12-30","Gotta have my Starbucks!","No coffee at our Airbnb so this was the first place we would run to in the morning. Never disappoints!","4"
"2015-12-28","Café e wifi","Sempre tem um perto de você,  no frio de New York é uma mão na roda ,sem contar o Wi-Fi sempre gratuito , excelente!","5"
"2015-12-21","Ottima colazione","Ottimo posto dove fare colazione a New York, praticamente ad ogni incrocio se ne trova uno. 
Ottimo il cappuccino, si avvicina molto a quello italiano, ma assolutamente da provare il frappuccino al caramello. Molto buone le brioches e i vari dolcetti che vengono proposti","5"
"2015-12-17","Como todos los Starbucks","Se caracteriza como todos los locales de la cadena por un espacio reducido para quedarse, pero tiene todos los productos que ofrecen, una stop luego de un día en las calles de nueva york, bien ubicado.","4"
"2015-12-15","Sempre bom!!!","Sempre bom ir ao starbucks, principalmente se não tiver adquirido um chip de internet, pois sempre é possível ter acesso a rede wifi.","4"
"2015-12-15","סטארבקס טיפוסי","היה הרבה לחץ בסניף כשהגענו.
נא להיאזר בהרבה סבלנות ולא להיבהל מהמחירים.
כדאי לקנות אחד מהמילקשייקים או מהפראפצ'ינו.","3"
"2015-12-12","Times Square Location","This is in the ideal location if you are taking in a broadway show. I enjoyed a Carmel iced latte and it was your Starbucks standard. Limited seating but friendly and attentive staff.","4"
"2015-12-11","variado y rico","al principio no me gusto, porque pedi cafe express, que en mi país es algo rico y acá era una cuchara de petroleo servido en taza de cafe...o sea intomable...despues pedi cafe americano, gigante, riquisimo, junto con exquisitos yogour con cereales. Practico, accesible, en toda la ciudad.","4"
"2015-12-11","Essencial no inverno","No inverno o Starbucks é essencial para tentar esquentar o corpo tomando café ou aquele chocolate quente delicioso. Além de ser um ponto de parada para o descanso dos pés e uma ida ao banheiro (nem todos dispõe de banheiro para os clientes). O bom é que tem um Starbucks em todos os lugares e o ambiente é muito gostoso.","5"
"2015-12-09","para hacer una parada o tomar un buen café,","En nueva York tienes un starbucks casi en cada esquina, y si te gusta el café verás qeu es un alivio, puesto que la mayoría de cafés que se sirven en la ciudad son de tipo americano. Bien ubicado en Times Square y perfecto para desayunar, merendar o tomar un buen café.","5"
"2015-12-01","Starbucks é sempre ótimo","Em toda esquina praticamente tem um Starbucks, seja pra bebida quente ou gelada, o Starbuks é sempre uma ótima opção, bebida barata e muito boa. Geralmente tem wi fi gratis.","5"
"2015-11-30","Great coffee! ","Stopped at Starbucks for a quick coffee after our long shopping trip. 
Staff really friendly and welcoming here, talking about so many different things. Seem to be happy in their work. 

Plenty of seats available or just take away if you'd like. Snacks on offer too but limited range in the shop. Found an electric point to charge our phones :)
No toilets on site here though. 

Recommend a visit for great coffee ","5"
"2015-11-29","Cafe","Local legal para tomar um café e carregar o celular se for preciso, eles possuem carregador nas mesas. Ambiente gostoso.
","4"
"2015-11-14","PETIT DÉJEUNER","“Pour une boisson chaude et petite faim”
Chaîne de café immanquable à New Yor.WIFI gratuit. Vous pouvez collectionner des tasses qui sont sympas. Dommage qu'il y a peu de places assises","4"
"2015-11-11","Boa opção","Em NY tem Starbucks a cada 100 metros! 
O bom é que é uma ótima opção, pois em termos de alimentação e cafés são iguais em todos os lugares, embora nem todos os ""baristas"" façam da mesma maneira.
Geralmente tem um bom sinal free de internet.
Geralmente muita gente frequentando.
Os banheiros é que geralmente deixam a desejar... por ter uma frequência muito grande e até mesmo de pessoas que nem são clientes acabam prejudicando a qualidade e limpeza dos banheiros.
Com relação ao atendimento, sempre fui atendido com bastante gentileza.","5"
"2015-11-08","Good morning Texas","Great  atmosphere to work and enjoy your coffee.  On a little chill day and with holiday season begin, its feels good to be here.","5"
"2015-11-04","Non deludete mai","Se non vuoi sbagliare a far colazione quando non sei in Italia questo è sempre il posto giusto ! 
Il mio cappuccino preferito con il muffin sempre top!
Grandi!","5"
"2015-10-30","Неплохо!","Неплохой старбакс, но почему здесь всегда так много народу? В остальном - все прекрасно. Как всегда: свежая выпечка, хороший кофе и улыбки у баристы!","4"
"2015-10-27","Normal","Un lugar normal como todos los starbucks. Esta bien puesto en broadway, bien ubicado y para usar el baño hay que consumir.","3"
"2015-10-26","Típico American coffee","Soy asidua clienta de Starbucks pero mi sueño era ser un poco Carry de Sex and the City y realmente era según mis expectativas. Muy bien puesto. Los precios como en buenos aires. La critica, uno de los locales no tiene baño..en nueva york!! Impensado.","3"
"2015-10-25","I thought better","People are always in a hurry here, even on Sundays. It is a pity as strangers, like me,  need more time, aboveall if it is the first time you visit this palce. Food is not as good as I thought: for this reason  I have to give an average vote","3"
"2015-10-21","Exelente","Rico cafe saborizado, buen ambiente para destacar. Ricas cosas para acompañar el cafe aunque un poco grsndes las porciones. Recomiendo.","4"
"2015-10-18","Hot gossip.","This is open very late. It's great when you come out of the theatre and you need/want coffee/tea. Service is true American style.","5"
"2015-10-17","""Café sem graça""","Poucas opções de lanches e  muito caros. Local muito concorrido sem lugar para sentar. Vá se não tiver outra opção.","3"
"2015-10-15","Pour une boisson chaude et petite faim","Chaîne de café immanquable à New York et aussi à Washington. WIFI gratuit. Vous pouvez collectionner des tasses qui sont sympas. (voir photos)","4"
"2015-10-14","Nada de novo...","Nenhuma novidade,mas o que salva nosso cafezinho nas terras do Tio Sam...embora os preços sejam salgados...","3"
"2015-10-07","Praticidade e gostoso","Sanduiches deliciosos e leites com chantily tb. Atendimento expresso e localizado em todo lugar de NY. Muito bom....
","5"
"2015-10-06","Convenient coffee","Convenient location right in Times Square. Typical chain fare and prices seemed consistent (not inflated due to location). Was good for quick pumpkin latte & croissant.","3"
"2015-10-04","típico","é bom viajar e tentar entrar na rotina e costumes dos habitantes locais, tomar um café naqueles copinhos de isopor e caminhar pelas ruas é um deles. Os cafés são muito bons, o ambiente é legal e vc pode carregar um pouco o celular e aproveitar a wifi para planejar o próximo destino","4"
"2015-09-27","Necesario cuando se quiere un buen cafe de paso","Necesario pero siempre muy lleno y sin mesas. La variedad de cafes y masitas es buena, pero la atención lenta","3"
"2015-09-23","Starbucks","старбакс. все как обычно. вкусный кофе. уютный интерьер. бесплатный wifi, недорого и быстро.
- бывают довольно длинные очереди на получение напитков
- не работал туалет","4"
"2015-09-23","Best coffee","My favorite coffee!!! Starbucks is the best place ever for me to have coffee, whether i am alone or with someone. I love the coffee variety and the staff!

The only comment i have is that they can work a bit on the seating section in order for it to be more comfortable.","5"
"2015-09-13","Una certezza ","A New York ce n'è uno ogni cento metri: una garanzia 
È tutto molto organizzato; la caratteristica è che dovete dare il vostro nome e andare a ritirare il tutto al banco quando vi chiamano...
Il cappuccino (rigorosamente in bicchierone di carta take away) è quasi uguale al nostro!
I dolci molto varii sono molto appetitosi senza essere troppo dolci
Provatelo, secondo me per gli italiani e quasi un ancora di salvezza ","5"
"2015-09-12","Terrific Coffee","It's my favorite coffee. It is a strong coffee and it has so many types.  You can have it made any way you like, in any style you like.  There are so many Starbucks in New York City and the surrounding boroughs.  All of them have the same menu and can made you the drink you like the way you want it hot or cold. They open very early and are open very late and I think some may be open 24 hours.","5"
"2015-09-10","Da provare","Se passate da New York una sosta in uno dei centinaia di punti presenti e' d' obbligo. Se si vuole gustare un buon cappuccino ed un buon muffin questo e' il posto esatto. Una colazione costa in media 7 dollari..ma siete a New York ed anche questo ci sta'","5"
"2015-09-09","The Worst Chocolate Smoothie Ever :-(","I visited the East 69th & First Avenue location.  I was craving a chocolate smoothie.  The smoothie was made with coconut milk, mocha flavored sauce, a whole banana,  whey protein and fiber powder, and ice. The output was just terrible.  It had such a fake, syrupy, and artificial taste. I wish I had gone to Jamba Juice for the Peanut butter moo instead. 

I will never order a smoothie from Starbucks again.","1"
"2015-09-04","What No Tea","Starbucks is what it is ; you all know that. But no Tea in Times Square how is an  English gentleman in New York supposed to cope....?","3"
"2015-09-02","Importante da sapere per gli italiani","Si tratta di una catena presente in più località di New York, quando ordinate vi chiedono il nome in quanto le bevande che vengono preparate sono distribuite in un punto diverso dalla cassa e i bicchieri riportano il vs. nome.
I commessi danno spesso per scontato che i clienti sappiano di dover recuperare i propri ordini al lato del banco e rischiate di aspettare inutilmente nel punto sbagliato.
Ordinate, è quello che non viene distribuito subito è da recuperare ad uno dei lati del bancone.
Buon divertimento.","4"
"2015-09-01","Malisimo","No tiene WIFI, no tenia baño disponible y la verdad que los precios en comparacion de otras cafeterias son un disparate. ","2"
"2015-09-01","Muito Presente em toda a Cidade","Fiquei admirada com este rede de cafeteria possui uma filial em cada esquina de Nova York.
Oferece WI FI fratuito, sanitários, ambiente aconhedor e limpo.
Otimas opções de cafes, Shacks etc.","4"
"2015-08-31","Nice ","Nice juices at this place and coffee ☕ and lemonade the world of the world 🌍 and very well as the first one is in the next few days and I will ⚁ and I am sure we ⚂ and a half years and over and over again in the morning to get to the UK ","5"
"2015-08-29","Comme d'hab.","C'est un Starbuck comme tous les autres ....et vous en avez partout en ville. Nous avons prix parfois notre petit-déjeuner dans les restaurants de la chaîne, bien pratique.
Suivant quand, y'a tellement de monde, faut prévoir de faire la queue. Très peu de places assises dans la plupart des Starbucks où l'on a été.
wifi gratuit","4"
"2015-08-28","Tudo péssimo!","Tem um em cada esquina mas sempre com atendimento ruim, faltam produtos, sujo, atendentes desinteressados, produtos entregues de qualquer jeito, café frio porque a atendente não presta atenção que está pronto. ","1"
"2015-08-28","Starbucks on Broadway near Times Square","Very busy Starbucks, but the baristas fill your order quickly.  Be prepared to wait in line, especially during the morning rush hour.","4"
"2015-08-25","5 more minutes please","The Starbucks close to the Apple Store in Central park smells delicious, and they let you use the restroom even if you don't buy.
Special thanks to the barista at the Starbucks in Queen's Center (Mall in Queens) who made sure we got to have our favorite frappuccino, despite everything that happened while ordering.

","5"
"2015-08-18","un starbucks très sympa","le café Starbucks est dans un grand bâtiment ancien en centre-ville.C'est un endroit très branché où le personnel malgré le flux clients est très aimable.wifi gratuit ","5"
"2015-08-15","쉬기 좋지요","맛도 동일하고 가격이 저렴해서 부담없이 잠시 쉬다가기 좋은 곳입니다. 외국인 관광객은 와이파이하기도 좋구요.","4"
"2015-08-13","Slappe koffie","Starbucks werd een succes toen de Amerikanen nog koffie dronken die niet te pruimen was. Inmiddels hebben ze progressie gemaakt en zijn er op elke hoek van de straat koffiezaken die een heerlijke cappuccino serveren met een mooie beland tussen koffie en schuimige melk. Die van Starbucks is te slap en ook te duur. ","2"
"2015-08-11","What can you expect?","Ugh! Same old same old over and over. What can you expect from a multi-national chain? Pretty much slow srevice and burnt coffee.","1"
"2015-08-08","Sem sabor","Todos os Starbucks onde fomos (Miami, Nova York, Washington) oferecem praticamente as mesmas coisas por se tratar de uma franquia, só que as coisas oferecidas, de um modo geral, as considero sem graça, sem sabor. Os chás, então, nem pensar, só água. A vantagem é que todas disponibilizam wi-fi a seus clientes. Além disso, todo café que se pede também é ralo e vem numa quantidade exagerada, mesmo o tamanho pequeno.","3"
"2015-08-07","Simples pecado!!!","A decoração logicamente é praticamente a mesma em todos os lugares, pois é franquia...mas o cardápio é diferente...recomendo o apple pound cake que é um bolo de maça típico de lá... e outros doces, muffins!!! não tem igual aqui...","5"
"2015-08-06","Inked up pierced up overpriced burned and stale","Thats the politics and customers and barristers bantering.  Then there is the issue of realizing the coffee is burned in the roasting.  Expensive cappucino served in cheap paper cups not real like a real coffee shop.  Then theres the shrunken from age croissants and pastries.  Overpriced, yes then theres the stale but wait there is the well preserved sandwich like material in shrink wrap.   Goes so well with the ink the piercing the body mutilation, the endorsement of aborted fetal matter for commercial use.  Anybody seen a real coffee ahop with class?  Still looking.","1"
"2015-07-27","Sempre bom","O padrão normal de atendimento Starbucks, sem novidades....
Estava bastante cheio pelo horário, já era bem tarde, quase madrugada...
Boa opção para aquela fominha que bate ao sair da Time Square, antes de voltar ao Hotel","3"
"2015-07-25","Is this Starbucks for real?","Without doubt the filthiest coffee shop I have ever set foot in,.. The standard Starbucks prices are to be found but the place is shockingly dirty, with rude staff and absolutely chaotic service to boot.. Avoid at all costs ","1"
"2015-07-20","Assolutamente no!","Premetto che non sono entrata in un solo Starbucks ma in vari sparsi x Manhattan ma l'esperienza purtroppo è stata deludente. 
Personale poco cordiale e lentezza infinita del sevizio. 
Assolutamente da evitare.","1"
"2015-07-19","lo mejor es el wi fi free","Pocas veces en vida he tomado un café tan malo.- Te lo dan hervido y sin gusto parece agua hervida.- El café es bueno porque lo he comprado en granos para mi cafetera, pero es que  en los locales lo sirven tan caliente que lo destrozan.-","2"
"2015-07-17","NO PRESTAN BAÑO","Soy asidua a Starbucks en todos sus locales en mi país Perú, sin embargo tengo que comentarles que en todos los locales en New York, EEUU, NO prestan los servicios higiénicos, resultando totalmente incómodo no contar con el mismo.","3"
"2015-07-13","Very nice to rest a bit in the city","It is nice to warm up in the winter or cool down in the summer around a hot or iced coffee and some fresh pastries. It may be difficult to find seats, but it is always nice and friendly.","4"
