"publishedDate","title","text","rating"
"2022-01-06","Esbroufe pour gogo.","Nous n’allons jamais chez Starbuck car cette société tentaculaire fait fermer les uns après les autres les cafés indépendants.
Nous avons eu la faiblesse cette fois de commander 2 express et un croissant: facturés 15 dollars!!
Cafés servis dans un gobelet en carton trop grand,  que nous avons bu froid puisque les tables étaient tellement sales que nous avons attendu, sans jamais voir arriver personne, quelqu’un pour nettoyer. Nous avions gentiment demandé pourtant…
Les gogos se prennent en photo dans cet établissement flambard en train de consommer des boissons ordinaires et trop chers. C’est navrant. 
Faites un effort, et cherchez les jolis établissements qui restent encore pour boire du bon café dans de bonnes conditions!
C’est navrant.","1"
"2021-12-21","Ida a noite","Fomos caminhar a noite pelo bairro para comer uma sobremesa e vimos que estava aberto. Ficamos encantados com o lugar! É uma experiência. A arquitetura linda, a lojinha cheia de canecas e coisas de café, o menu super variado. Muito incrível!","5"
"2021-12-13","Um lugar insusitado!","Um estilo diferente de todas as outras lojas Starbucks. Na verdade, é uma experiência... Muito bacana, com comidas diversas e tudo gostoso. Além da lojinha, que é um caso a parte. Vale muito a visita.","5"
"2021-12-13","Great place","Great place! Would have loved to have had the time to just hang out by the fire for the afternoon. It’s that kind of place. Coffee was delicious.","5"
"2021-12-04","Gimmicky.","The servers are lovely and it is a great setting. But the coffee and drinks are limited and didn’t taste that great. The cup of coffee I had at dunkin was better.","2"
"2021-11-15","It is next to Chelsea Market","I went to Whitney Museum of American Art first, and then found out that Starbucks Reserve Roastery NYC is walking distance from the Whitney. Actually, it is next to Chelsea Market. For tourists vising NYC, it is one of a must-visit place.","5"
"2021-08-03","Amazing Experience ","This was such an amazing experience. Watching the beans being roasted was super cool, and the gift shop had so many neat Starbucks items. The cafe was very good with so many different options to order that were completely different from a traditional Starbucks menu. The breads that they have were very good, and the handcrafted drinks were excellent. ","5"
"2021-07-27","Visita familiar","Me trajo un familiar de mi esposa es un lugar donde debes ir cuando visitas New York , agradable y la bartender @oh.Mysha es excelente lo recomiendo. 10","5"
"2021-07-25","For Tourists.  It is a destination, not a coffee shop","Prepare to be wowed!  Prepare to pay a gazillion dollars. We shared a coffee cold brew flight and each had a croissant.  The total was $38.00

It was overwhelming and exciting.  The diverse staff was very hip because of their clothing.  There is a high end bar. No cheap well drinks.  There was a bread bakery.  You can watch them roast coffees.  On the way to the unisex bathroom you will pass actual coffee plants.  

The merchandise is tempting to buy.  Really cool stuff - that you don't need - you don't.

The COVID protocols were well thought out.

What makes this place so special is the table service outside.  A Starbucks with wait staff!  It was a fun treat after completely the HIGHLINE.","4"
"2021-07-20","Toda una experiencia","Es único,  tiene varias opciones de comida, tiene todo tipo de bebidas frías calientes con café sin café. Están las máquinas y enseña en el proceso completo del café. Tiene un bar pero sólo dejan entrar mayores de 21 años.","5"
"2021-06-19","It's really too bad not all starbucks are like this.","A bit pricey, but a high quality espresso bar with excellent food. It's not currently fully-open, but the staff was able to replicate the pre-covid experience as best they could.","5"
"2021-06-14","Disappointing in so many ways","I am a long time admirer of Starbucks as a place to relax, meet friends, and surf the web, I almost feel guilty to make a really negative review of a Starbucks... but here goes!  It was not a good experience at all. The Roastery was disappointing on so many different levels...uncomfortable, and a poor and disorganized venue. I suggest just to avoid it and go elsewhere. 

While part of the problems are Covid related distancing and occupancy situations that may improve later, there was so much else wrong that I cannot be  forgiving.  With lower occupancy and less customers, you would think service could be better...not worse.

Let me list the non pandemic related issues first:

1. Different items are located in different areas, and there are many different long lines of customers for each of these areas. The venue is totally disorganized and there is little advice on the floor or signage about where each line is. There are separate lines for table reservation, outdoor seating, food, drinks, bar. and so on. I believe that you can order any food or drink item from any service line, but even after my visit... I am not fully sure. There is also a lack of menus around but maybe this is intentional, to get you to impulse buy when you see pretty items on display.

2. There is a 45 minute maximum seating rule, but I spent much of this time looking for a menu, and waiting on lines for food. There were no employees in the table area to help most of the time and I was so much on my own. The menu did not show up on my Starbucks app, which advised ""no online ordering for this location"". Since there were no menus on the tables or at the reservation desk, I walked downstairs to look for one, and on the large menu board downstairs I finally found a bar code link to a menu. 

Now 5-10 minutes later...I found the reservation person and asked if I should go to the long main line to order food,  and he said yes. Next, after about 5-10 minutes on this line which barely moved, my wife motioned to me from upstairs (at 35 minutes seated and counting). She said ask if you can order the food from the bar area. I went back to the same reservation person, who said ""I think it is closed"". Apparently it wasn't as the bar people responded I could order there...

Amidst all of this confusion, I was constantly being asked to move over by security personnel, waiters, and so on... and no one offered to help...just constant warnings by everyone to move out of the way.  One time, I think I was asked to move over keep social distance... but no explanation, no apology, just ""move over to the line!""...

3. About the food:

I had a prosciutto and fotina on cornetto. A description online calls this ""slow-cooked prosciutto with fontina"". The thing that made this very dissatisfying was that this was ordinary ham (and a very mild ham at that), and not flavor rich prosciutto I was expecting. If Starbucks wants an Italian theme and calls a croissant a cornetto, well fine! But calling mild American style ham ""proscuitto"" is going too far. Even in Italy, not every type of ham is a proscuitto... I think this ""proscuitto"" would give Jordan Schlansky nightmares! The portion was also tiny, but at least that much I expected.

My wife had an almond cornetto. The cornettos are buttery and the almond cornetto had adequate almond paste inside, but it was all on one side of the pastry. These croissants are no better than at Costco, although the Starbucks cornettos are prettier.

4. Dillapidated seating: our cheap Formica table was full of large dents and scratches and should have been retired long ago... no excuse for a cafe with premium prices.

I had earlier visited the Roastery in Shanghai China, which was elegant, with beautiful tables and friendly staff all over to help.... you can see my wonderful earlier review on Tripadvisor. What a let down visiting the roastery here in New York and seeing this.","1"
"2021-03-16","It's Not Your Run-of-the-mill Starbucks","Two friends from out of town came to NYC and wanted to see me.  I told them to meet me at this Starbucks.  When they arrived they confessed to me they were quite surprised when I suggested ""Starbucks"" because ""it wasn't my style""  but upon seeing this place they quickly understood why I picked this place.  It's Starbucks on steroids and beyond.  And the pairing with Princi (if you travel to Milan you'll know this name).  I find it to be a real NYC treat.  We sat outside and our server Paul (this guy should get a pay raise, a gold star, promoted, a new car, and a house) he was beyond helpful and accommodating.  Thank you Paul -- if you read this - I know my friends weren't easy and you never got flustered or upset you just kept piling on the magic.  Thank you.  So if you're in the Meatpacking District in NYC pay a visit.  And have the food - it's excellent.","5"
"2021-01-23","Private Tour","Splurged on a private tour of the Roastery for my birthday with my daughter.  Worth every penny. Dave took us around on a VIP tour...everyone knew our name.  The staff was quite knowledgeable and took the time to educate us on the process of roasting/brewing.  We were provided samples of coffee, delicious pastries and a glass of champagne at the end of our tour.  THANK YOU Dave!","5"
"2020-11-01","Lazy Sunday","Easy 🌧 Sunday morning.  Great coffee and excellent service from Stefanie (red hair) who makes us feel like at home.  Great pawpuccino for my frenchie.","5"
"2020-07-10","Not just for coffee lovers","This is a really neat coffee shop and more, as they also serve food (Princi), beer and wine. Lots of merchandise for Starbucks fans. you can also see how coffee is being made in front of your eyes at the roasting area. The staff is extremely friendly and very eager to walk you around and tell you the story of the place. Real fun.","5"
"2020-03-25","Lindo","Sem dúvida um lugar para se conhecer.

É um bar conceito do Starbucks. Fica ao lado do Chelsea Market. 

São vários ambientes, com bares e lanchonetes separados. 

Todo processo do café é feito a mostra do cliente e a distribuição é feito por tubos transparentes para todos os ambientes. Muito bacana. ","5"
"2020-03-21","The 4th Starbucks Reserve Roastery in the world","Starbucks Reserve Roastery New York, which located in Meatpacking District, is the 4th Starbucks Reserve Roastery in the world, the 2nd one in the US. (The 1st to the 3rd are Seattle, Shanghai and Milan.) 

The decor is wide spaced, combined classy and modern with industrial style. They serve high quality coffee beans with a great variety of fresh pastries and desserts. 

However, it was so popular and crowded that we didn’t feel cozy or relaxed during our stay there. We highly recommend to visit early in the morning to avoid the crowd.","4"
"2020-03-15","muito diferente, muito melhor","Eu não gosto do cafe espresso da Starbucks, mas gosto da experiência.

E nesse ponto o Reserve é fantástico, desde o momento que você entra, a escolha do café, de ver ele ser feito. O lugar é lindo, nada a haver c/ as lojas habituais, os cafés diferenciados e servidos nas bem vindas canecas. depende o café, muda seu preparo, então aproveite o sabor e o show. volto sim. o q nunca digo das outras lojas do Starbucks. vale a ida.","4"
"2020-03-15","Best espresso martini","Overall pricey to New York but the surroundings are unique. Staff are very knowledgable about the coffee bean process. Really good espresso martini.","5"
"2020-03-11","pricey but good","We were visiting Chelsea market, and since Starbucks reserve is located next to it we decided to have a coffee. We had a drip coffee and a nitro cold brew; both were good, and the nitro very interesting in terms of texture, comparable to a beer, but we thought it was way too overpriced and prices also shady. We spent 15 usd and not sure because of taxes or what else but the price we thought we would be paying was way lower. We also felt quite rushed while deciding. Beans are decent, although the specialty coffee I enjoy has a lighter roast. Lots of overpriced food options too. All in all a cool experience but I would not go back","3"
"2020-03-10","Starbucks ups their game.","I wasn’t sure what Starbucks had in mind with these new reserve roasting stores, but clearly it was a bet that we’d be willing to pay more for a higher end product and experience. They were correct. Really great coffee and food here. Be prepared to spend a lot for it too. Enjoy.","5"
"2020-03-09","If Willy Wonka made coffee instead of chocolate ","Of course, there are so many great coffee shops in NY, you don't have to go far to get a great cup, but the roastery is worth seeing.
It's definitely an experience, though a bit pricey.
It's actually not a bad place to work remotely if you can get a table, but don't count on finding an outlet to plug in. ","5"
"2020-03-08","Genial","El local es impresionante, desde la puerta el aroma a café es exquisito 
Ver las máquinas torrar el café en un ambiente cuidado con variedad de café por supuesto pero también de masa y bocados","5"
"2020-03-05","FIT OUT/COFFEE AMAZING - STAFF ORDINARY","All of the investment must have gone in to fit out and coffee.  The service is sub standard and shady.
Ordered some food from the selection of pastries on offer. They looked great, only to watch the gentleman serving me pull a piece of cake that was dry from the fridge. When i explained i wanted a fresh piece, it was all too hard !! 
Lucky you have opened a city with population density, the numbers will save you!! 
My suggestion, stick with a local coffee shop that is genuine and deserving of your business....","3"
"2020-03-01","Over-hyped and Over-priced","Walked in on a Sunday about 11am. It was packed. While visually it's impressive, are visuals worth paying x2 the price??

I had a long cardamom which was mediocre, $9 ish. Wife had a tea which was a pricey teabag at $8 ish. 

While waiting I took a seat at a bench and the waitress cleaning it off moved me. Then, two others just took the seat. Questionable.

It's a dazzling cafe but take away the theatrics and you're left with an overpriced coffee.... ","2"
"2020-02-29","Un lugar de gastronomia y diseño exquisito. IMPERDIBLE.","Caminar por New York es descubrir estos regalos que siempre la ciudad nos tiene reservados y que la transforman en una ciudad que siempre sorprende. Un lugar de un exquisito diseño con todas las opciones para una gastronomía exquisita. Con su propia molienda de café en el local. Para volver una y otra vez. EXCELENTE!!!! IMPERDIBLE!!!!!!","5"
"2020-02-26","""Loja conceito"" da famosa rede!","""Loja conceito"" da famosa Starbucks! É um passeio! o cheiro de café está por toda parte... os grãos sendo preparados circulam por toda loja (que é gigante!!!)","5"
"2020-02-22","Starbucks hors du commun Sympa pour boire un verre","Starbucks hors du commun
Sympa pour boire un verre
Cadre magnifique, personnel sympathique 
Une belle découverte ","4"
"2020-02-21","Fantástica Fabrica de Café!!","Essa a Starbucks arrebentou, espaço gigante, com torrefação em funcionamento, onde apos torrado os grão passeiam pelas cabeças dos clientes em canos transparentes, indo ao balcão onde é moído na hora para fzr o seu café, possui um mezanino com bar, banheiros unissex no subsolo onde as torneiras do lavatório, ensaboam, lavam e sopram ar nas mãos, tudo numa peça só! Simplesmente um Luxo!!!","5"
"2020-02-02","Geweldige ervaring","Ik ben normaal niet dol op Starbucks, maar deze starbucks is echt mind blowing. Alles ziet er super gaaf uit, ruim opgezet, en de koffie is echt amazing. Ik had de coffee die leek op whiskey. Het zag er zo mooi uit. 
Personeel is vriendelijk en niet opgefokt zoals de normale starbucks. 

zeker aanrader.","5"
"2020-01-28","Free tasting and learned the knowledge and culture behind the roasted beans","I came here and tasting the whiskey- barrel-aged Guatemala coffee, just walked around, nice vibe, sound with coffee equipment, roasted machine and people. The place is in the center of meatpacking, the best area to rest after shopping and walk out from High Line Park.","4"
"2020-01-23","Location top, aber teuer und wenig Sitzplätze","Diese Art Filiale gibt es nur ein paar Mal auf der Welt. Ist natürlich riesig groß und beinhaltet ein Cafè, eine Bäckerei, eine Bar, eine Rösterei usw. Ist sehr cool eingerichtet und auf alle Fälle sehenswert. Es gibt dort sehr viele Kaffeespezialitäten und auch Cocktails mit Kaffee. Die Preise sind leider auch dementsprechend und absolut nervend ist, dass es zu wenig Sitzplätze gibt und man evtl lange suchen muss.","4"
"2020-01-21","Interesting experience","You can see all the process of roasting the beans and follow them until the coffee gets into your cup. If you get the (more expensive) specially coffees (as a ""flight"" of two varieties, for example) the barista will explain everything so the experience will be nice. Good luck finding seats (we did, so it's not impossible) to enjoy your drinks. Upstairs they have a real bar where they serve alcohol. It's really a different experience from your regular Starbucks run. ","4"
"2020-01-19","Gastronomia","Excelente lugar, conheci todo o processo de produção do café. Mistura cultura, gastronomia e diversos processos de elaboração do café! Experiência maravilhosa.","5"
"2020-01-18","Like usual Starbucks overcrowded","Like usual Starbucks overcrowded and expensive.   The bathrooms are disgusting - not clean and very dark.  Not worth the time or money.   ","2"
"2020-01-16","Experiência frustrante!!!","Experiência frustrante!!!
Fomos em um grupo de mais de 40 pessoas e pagamos bem caro pelo tour, serviram apenas um cafezinho e nada mais. Ao final do tour pedi para o gerente mais um café e ele falou q já tinha encerrado.
Eu tinha a expectativa de ter uma verdadeira degustação de café.
Se vc visitar o Starbucks Reserve jamais compre o tour. Qualquer pessoa pode entrar lá e terá a mesma experiência.","1"
"2020-01-14","Three times was not nearly enough visits!","My husband and I spent five nights in NYC for New Year's. We have been to one other Starbucks Reserve in Seattle and fell in love, so we knew we had to visit this one, too! We made three trips to this location during our stay in NYC. The whole experiencing was just as wonderful as I hoped.

For the first time we tried siphoned coffee. We had a two-coffee flight (Hawaii Ka'u and Pantheon Blend), and it was so interesting to see it happening right in front of us. The barista talked us through the entire process as he made the coffee, and talked about the differences in flavor, etc., and the why behind siphoned coffee. Such a fun education.

We also tried the Whiskey Barrel-Aged Coffee. It was truly one of the best coffees we have ever had. It was unfortunately $40.00 for a small bag of it so we didn't get to bring any back to Minnesota with us. I couldn't justify that price.

The pastries were as delectable as we remembered in Seattle. Melt in your mouth and delicious. My typical drink is the ""Undertow"" espresso. I highly recommend, only wish it was bigger so it never ends. 

The staff were extremely kind, friendly, helpful, and made our visits memorable by getting in photos and taking photos of/for us. I would definitely recommend you stop in. It's beautiful inside and the smells are free!","5"
"2020-01-07","Place to relax","Not the first time here, great place to relax after enjoying the High Line! Not only coffee is served, a full open bar is available. Service is great too. ","5"
"2020-01-06","Combined visit with Chelsea Market","We walked the High-line then visited Chelsea Market before stumbling across this place. 
Amazing building. Someone has likened it to Willy Wonka’s and i can see why. 
Service very slow. > €60 for 5 drinks. 
On the plus side, the drinks were PHENOMENAL...and probs worth the wait. Pistachio latte was incredible. ","3"
"2020-01-03","The Superbowl of coffee","I felt like I entered Willie Wonka's Coffee Factory, roasting and serving and storing and drinking all at the same time. I saw things like the Cold Brew Keg that I did not know existed. Roasts I did not know existed. A Milano flat bread and salad joint on site with cast iron ovens. Full bar upstairs, but you'd better be drinking some booze or you'll get tossed, (no Starbucks hanging out up there) which is ok as there is so much to experience downstairs. I had the best Espresso con pana of my life.  The whipped cream was so fresh and cold the espresso had trouble getting around it as I tipped back the cup. The flavor is STILL memorable. As we left by the fireplace, I noticed there was a line, down the block...to get in. One recommendation: The coffee to go system needs to be studied. While there is a large waiting area for folks to pick up their to go orders, that area was so full of people it made me nervous that my order wasn't received. All was just fine it turned out, they are just dealing with the volume. Maybe a better way of letting us know Wonka's got our coffee coming?","4"
"2020-01-02","Caffeine Overload","If you enjoy Starbucks coffee then this is a must stop destination. Our coffee was solid as always but the building was fantastic. 2 levels with coffee stations, a tempting bakery and two roasters in operation. The aromas were fantastic.  Very, very busy place and every staff person we interacted with was personable and friendly.","5"
"2020-01-02","UN LUGAR UNICO","Es más de que un ""Starbucks"", es un lugar increíble, con un ambiente súper agradable y un diseño fantástico. Precios accesibles, Gift Shop para no perderse. Un visita impredible, para volver y volver.","5"
"2020-01-02","Starbucks fan to the heart","Great concept, fun to watch, selection of coffee and sweets fantastic. Busy place but lots of seating. Must visit if you are love Starbucks.","5"
"2019-12-30","Why is the host at Arriviamo so rude and full of himself?","Why is the host at Arriviamo so rude and full of himself? Visit on 12/27/19 at around 9pm. Went upstairs to look at menu and he approached me before i could even get my bearings. I politely converse with him, inquiring if the drinks are coffee themed, if I can bring them downstairs, and he makes eye contact with the bartender and the two of them are snickering, made me very uncomfortable. Then she tells me ""her keg broke"" after i ordered a beer. This bartender did not even offer anything in it's place. My friends were waiting and i had to get back downstairs. Was disappointed, since this was my second time here and i really wanted to order from the bar. I felt like neither staff member cared about my experience and were even making fun of my questions. Not the right attitude, do not work with the public if you don't have the patience.","1"
"2019-12-28","Beautiful place 
Amazing design","Beautiful place 
Amazing design 
Cool see making coffee 
Very nice to visit
But just look and leave 
Terrible service staff don’t know what they have to do, they are totally not organized 
We waited 35 min for breakfast and is ridiculous expensive ","3"
"2019-12-28","The place is amazing 
The","The place is amazing 
The service is so bad 
More than 30/45’ to revive the cafe ..management need to improve , is a disrespect wit the clients !!!
Price $$$
Very good menu  ","3"
"2019-12-23","Caro, mas bom","Fica no Chelsea, perto do Chelsea Market, da Google e do High Line. Trata-se de um Starbucks com aquele ""plus"". Possui um cardápio mais diversificado que as lojas comuns e a proposta é oferecer uma experiência ao visitante, o que sabem fazer muito bem. Possui vários ambientes, inclusive o visitante pode conhecer de perto a máquina de torrefação.","5"
"2019-12-22","This is Starbucks as you wouldn’t","This is Starbucks as you wouldn’t recognise!! 
Great cocktail bar upstairs, log burner and lots of cool stuff to eat. Superior coffee for serious coffee fans. ","5"
"2019-12-15","Three big floors of best Java’s","Three big floors of best Java’s around the world and parties or chocolates to enhance the coffee drinking experience. Souvenirs, shirts and coffee can be purchased here. Big vats displayed and in motion with guide explaining process of beans to coffee making","5"
"2019-12-14","Quality coffee and delicious baked goods ","I always make it a priority to visit one of these Reserves when I hit a city that has one. Dangerous part about this one trip was my friends thought it'd be fun to drink alcohol here for my birthday. I started out the with the whiskey barrel- aged tasting. Side tip follow the instructions on how to consume the beverage to appreciate the entire process. As for the cocktails, we ordered the black & white Manhattan and the dear Lucania. Both delicious the Manhattan was really strong and the Lucana had great flavors with the honey and lemon- orange. Great place to take the family for the coffee roasting tour. Love the layout as the top level is bar, main floor has the food and coffee drinks, and below the main floor there is another bar and a roasting section.","5"
"2019-12-11","Great Discovery","We just walked by and were so impressed we had to walk in. I’m so glad we did. We spent a lot of time here relaxing and watching the coffee roasting process. It is so incredibly interesting and the staff is so nice and took the time to explain what we were seeing. We also sat at the experience bar (there are many different areas that serve different coffees, adult beverages, treats, etc.). We did a coffee flight which was fun. We enjoyed ourselves so much that when we were in Seattle days later, we made a point to visit the location there. It was just as impressive- however the NYC location is actually bigger. ","5"
"2019-12-06","Wonderful","This Roastery is grand. We love he wonderful selection of superior quality foods and the upstairs bar with there imaginative range of cocktails. The coffee is always lovely but we are impressed with the training program that turns out staff who are so experience, friendly and helpful. This is your typical Starbucks on Steroids and you should go out of your way to visit and marvel.","5"
"2019-12-06","Loja Top","Esta nova proposta da Starbucks é impressionante. Ambiente todo inspirado no mundo do café com várias opções de comidas rápidas, tem até um bar. Imperdível.","5"
"2019-12-03","특별한 장소에서 여유로운 커피한잔","특별한 장소에서 여유로운 커피한잔 할수있습니다
직원들 모두 친절하고 매장에서 직접 이름 불러주면서 서빙해줘요 
로스팅도 구경할 수있습니다 굿즈도 구경하는 재미가 있어요 
먼저 자리잡고 주문하시는걸 추천합니다","5"
"2019-11-26","Interesting, unique coffee shop","Well I have never seen a coffee shop like this one before! You can see the team roasting the beans ready for the drinks in store. It was really interesting to see. ","4"
"2019-11-25","Beauty, delightful products and honesty","I discovered this Starbucks reserve by chance after a lunch in Chelsea market. 
The place is awesome, with the roasting machines “en vue”. 
Products are good ( I’m Italian and with coffee always fussy. It’s the best among the Starbucks shops, this is the 3rd time I’m stopping here for a coffee.
I’m also writing this review (I written because I wanted to and not because anyone told me to do it, I’m precising), because while I was putting some milk in my coffee, I suppose that someone stole my Starbucks knit hat I paid minutes before: don’t know if it fell in the garbage bin by mistake but I remember it was far from it.  
However I spoke with (I think he is) the store manager and even if I invited him to check my bag in order to verify I was in good faith, he gave me a new item without any inspection. 
Maybe not a big deal for them, but I appreciated this attitude and I’m thanking them. ","5"
"2019-11-24","El mejor café","Starbucks Reserve Roastery es el lugar para los amantes del buen café. El lugar es muy grande porque tiene a la vista todo el proceso de tostado del café que después es servido. Vale la pena ir con tiempo para ver el funcionamiento de las máquinas y disfrutar un rico café.","5"
"2019-11-09","True hidden gem","Never was a fan of Starbucks... I hate paper cups, half-liter coffee, thousand and one flavour... I like my coffee “cortado”, or “espresso”, no sugar, no milk, no matcha tea, no madagascarian chocolate flavoured with cinnamon... Just plain black coffee. 
And in NYC you only get a paper-cupped, handful coffe... and then you walk into this place... 
One of few in the world... where thay actually roast, ground and ship coffee to the other NY Starbucks shops!
This is a must-see, and must-return place. 
Perfect blend, ceramic cup, fire-place, great service... 
Definitely look for Cesar The Poet, he really made us feel like home and wanting to come back! One of a kind place in NYC","5"
"2019-11-08","Great place! ","Great place! Really different to an normal starbucks. You can see how the cafe is being roasted. There are tables to seat, have lunch, htake a coffee some drinks , etc","5"
"2019-11-07","Sadly Disappointed","My sister and I have flown to Seattle's Starbuck's Reserve Roastery a few times just to pick up our Beloved Whiskey Barrel Aged Coffee. We were very excited to hear that there would be a Starbuck's Reserve Roastery in New York City. While there before it had opened, even drove to the spot, to dream of when we would come back to see it in ""all its glory"".
You can imagine the genuine excitement a few weeks ago when we heard they had our BELOVED coffee!! We booked the flight and we were off. Traveled the subway to the destination and....
well, no hoorah! Mind you with the Seattle one, we spent all day there and spent $100's of dollars. The difference you ask?
Yes, the same beautiful and shiny roaster machine, a nice gift area, great food from Princi, BUT and I SAY THAT LOUDLY, there are absolutely no plugs to charge or keep a computer charged. When we asked, one staff person told us it was because they didn't want people sitting around all day. I let her know they missed out on a  couple more hundred dollars we would have spent.  
Further, the staff were not friendly in comparison to Seattle. I am not that picky, being a Michigander, but the plates that were empty dishes, sat there on our table and no one walked around with a smile or cleaning up the area. There were no, Can I get something for you? or How is it going? 
I understand different culture and different comparison between the East and the West Coast, but I thought a Starbuck's was just that, a Starbuck's.
Again Princi pizza the best and the tray of meats and cheeses with crackers, jelly and the best olives ever - was great!
However, we won't go back. We'll wait for Chicago and eventually make it to London.After we make it to all of them, I'll let you know which one I think rules!","2"
"2019-11-05","wow!","great coffee sample when we entered the large and attractive space.  Coffee drinks upstairs and down.  The coffee roasted in whiskey barrel is outstanding!  Brought some home with us!","5"
"2019-11-01","Incrivel","Experiência incrível pra quem gosta de café. Esqueça os Starbucks normais, esse lugar é completamente diferente. Comida boa, cafés fantásticos e o ambiente impressionante!!!!!!!","5"
"2019-11-01","Vale la visita ottimo caffè e colazione ","Molto bello. Oggettivamente bello senza ombra di dubbio. Grande eleganza negli arredi. Personale numeroso e gentile e disponibile. Servizio al tavolo alla colazione. Ottimo cappuccino. Molto buone le paste e yogurt con frutta fresca e granola. Molto costoso ma siamo a Ny e la qualità in tutto e’ veramente molto alta ","5"
"2019-10-31","Experiência do café. ","É uma jornada deliciosa do café. Se pode ver todo o processo de moagem do café. Ótimas opções da bebida e sanduíches para acompanhar. Ambiente típico de muito bom gosto. Recomendo!","4"
"2019-10-30","Favoloso","Locale molto bello per le luci, la disposizione, lo stile e la classe che dimostra avere. Il caffè viene prodotto in diretta ed è possibile osservare tutto. Inutile dire che è si tratta del miglior caffè newyorkese, proprio come il caffè italiano. Ho preso anche un cornetto, anch'esso molto buono. ","5"
"2019-10-28","Fun experience for Starbucks/coffee lovers!","So many cool things to check out here if you're a Starbucks fan or coffee lover - the giant roaster, the food bar, the merchandise, the coffee/chocolate combos.  Copper everywhere, great music, just great energy here!  We had the flatbread pizza with a salad which was good and then espresso/chocolate!  So good!","4"
"2019-10-27","Buonissimo e da non perdere","Andiamo spesso a New York ma una colazione italiana (vera) non L avevamo mai trovata
Da passarci sicuramente","5"
"2019-10-24","Y aller pour le décor, pas pour le café ","C’est magnifique et impressionnant. Il n’y en aura que 7 ds le monde. Mais bon pour la dégustation de café on repassera! Pas top,cher","3"
"2019-10-24","Busy Saturday","Was a hot busy Saturday when I visited (1st time), didn't buy anything, I just wanted a beer, so saw the bar and got excited, but the bar only sold cocktails.
Looks a really funky & trendy place though!!","4"
"2019-10-21","Yummy","This was the only place in NYC where they can make a proper Latte - milky, foamy and yummy latte ;-)
Deffinitely recommend to visit - it is a very unique place, has nothing to do with ""normal"" Starbucks! Friendly staff and tasty coffee in a spacious place ;-)","5"
"2019-10-20","Bad Taste in Mouth","So it’s nice that this Starbucks version of Disneyland can cater to the sensibilities of Mr. and Mrs. Tourist from lands far away. I get it, Starbucks needs to tap into those tourist dollars when and where they can. We all need to make a buck. But when you’re Disney, you are supposed to be the happiest place on earth. Which brings me to my one and only visit to this monstrosity of a place. Not only are those godawful wood doors impossible to open, but it’s clear that many of the staff are pretty much over dealing with the people they are supposed to serve. Case in point: There is this hapless employee standing at the entrance pouring some cold coffee concoction into tiny cups for people to try. As the people in front of me, I line up, take a cup, and hold it so he could pour me my sip. But get this—before he did, he had the audacity to say, “What? No hi or how are you?” Are you kidding me?? You, Mr. Starbucks Disney employee are the one who is supposed to greet me and make me feel welcome. That’s your one and only role. I am not there to lift your spirits. I don’t exist to make you feel better about your job. If you don’t like serving the people, get another job. Count me as one less Starbucks Reserve patron.","1"
"2019-10-20","Turismo ","Es un sitio súper recomendable  para disfrutar de un descanso tomándote un café  diferente. El ambiente  muy cuidado y moderno, tiene tienda de recuerdos. Muy recomendable.","5"
"2019-10-15","So great we went twice in one weekend","Very cool experience.  Menu items you don't see anywhere else.  If you like coffee and desserts this is definitely worth a stop.  ","5"
"2019-10-13","Coolest Starbucks Reserve Roastery!","What an amazing place!! Three levels! Three places
to get food & hot & cold drinks, three menus, a fireplace, a taste of the bourbon barrel aged cold brew as you walk in.  
A tasteful mix of metal, upholstered chairs with small modern wooden tables.  It was packed, so we were advised to try the lower level for a more complete experience.  For my latte I got to choose from 2 featured expressos. That never happened before!  We also had some wonderful cannolis. 
If you’re in NYC, you’ve GOT to go!!","5"
"2019-10-13","Too much is sometime overkill","I had high hope's but if you only visiting here to pick up a cup of coffee or grab a sandwich don't expect to find an easy solution that's very complicated and more dedicated to the people who are staying at the Roasterie for a significant of time. Grab and go was very difficult. The location is very well done and well-crafted but seems to only dedicate itself towards that high upper class.","3"
"2019-10-13","Coffee and Consumer Experience ","Amazing new place for Starbucks focused more on the incredible design maybe more than the user experience. Food poor variety but really great tasting. Coffee as always. Good but not excellent. 
Arriviamo Bar will come back other day.","4"
"2019-10-13","Not your normal Starbucks","I'm going quite frequently to Starbucks when in the US as some kind of default choice when i'm not aware of better alternatives in the vicinity. I stumbled of this one after being at Chelsea Market. Optically it's a highlight. You should visit it at least once, the Chai Latte seems to  much better than the one at regular one (but perhaps they prepare it differently). Really liked it. However it's significantly more expensive and for your morning caffeine dose a normal Starbucks is sufficient.","4"
"2019-10-09","Wao!!","Speechless!!! Just perfect place little pricey but you need to live the experience... Ask for Ceasar was nice to meet him 😊","5"
"2019-10-09","高級感のあるスタバ","バーもあるスタバ。Whitney Museumから近かった。フードメニューは他の店とちょっと違う物があり、ピザも置いてあります。
昼間の時間はすごく混んでます。22時以降など夜遅い時間ならゆったりと座れます。
オリジナルグッズがたくさんありました。マグカップやボトルだけでなく、プルオーバーやtシャツもあってびっくりしました。","4"
